id,station_cd,name,name_bracket,name_kana,location,pref_cd,distance_gynecology,distance_pediatrics,distance_kindergarten,distance_nursery_school,distance_outside,distance_pediatric_dentistry,distance_otolaryngology,distance_dermatology,distance_learning,distance_primary_school,distance_ocular,distance_restaurant,is_disabled,created_at,deleted_at
2327,24207,為栗,為栗,ｼﾃｸﾞﾘ,POINT(137.8486 35.31177),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2328,24294,温田,温田,ﾇｸﾀ,POINT(137.8414 35.33618),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2329,24258,田本,田本,ﾀﾓﾄ,POINT(137.8383 35.34907),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2330,24150,門島,門島,ｶﾄﾞｼﾏ,POINT(137.8141 35.3754),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2331,24162,唐笠,唐笠,ｶﾗｶｻ,POINT(137.8103 35.40237),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2332,24183,金野,金野,ｷﾝﾉ,POINT(137.8172 35.41895),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2333,24263,千代,千代,ﾁﾖ,POINT(137.8168 35.42917),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2334,24266,天竜峡,天竜峡,ﾃﾝﾘｭｳｷｮｳ,POINT(137.8172 35.44128),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2335,24165,川路,川路,ｶﾜｼﾞ,POINT(137.8141 35.45206),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2336,24268,時又,時又,ﾄｷﾏﾀ,POINT(137.8277 35.464),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2337,24260,駄科,駄科,ﾀﾞｼﾅ,POINT(137.8398 35.47556),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2338,24187,毛賀,毛賀,ｹｶﾞ,POINT(137.8394 35.4875),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2339,24124,伊那八幡,伊那八幡,ｲﾅﾔﾜﾀ,POINT(137.8417 35.49683),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2340,24235,下山村,下山村,ｼﾓﾔﾏﾑﾗ,POINT(137.8396 35.50416),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2341,24152,鼎,鼎,ｶﾅｴ,POINT(137.8284 35.50666),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2342,24181,切石,切石,ｷﾘｲｼ,POINT(137.8092 35.51238),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2343,24109,飯田,飯田(長野県),ｲｲﾀﾞ,POINT(137.8211 35.51971),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2344,24198,桜町,桜町(長野県),ｻｸﾗﾏﾁ,POINT(137.8296 35.52213),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2345,24115,伊那上郷,伊那上郷,ｲﾅｶﾐｻﾄ,POINT(137.839 35.52016),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2346,24344,元善光寺,元善光寺,ﾓﾄｾﾞﾝｺｳｼﾞ,POINT(137.8615 35.53377),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2347,24228,下市田,下市田,ｼﾓｲﾁﾀﾞ,POINT(137.8764 35.54424),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2348,24112,市田,市田,ｲﾁﾀﾞ,POINT(137.8865 35.54927),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2349,24232,下平,下平,ｼﾓﾀﾞｲﾗ,POINT(137.8959 35.57257),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2350,24354,山吹,山吹,ﾔﾏﾌﾞｷ,POINT(137.9034 35.57777),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2351,24114,伊那大島,伊那大島,ｲﾅｵｵｼﾏ,POINT(137.9132 35.59571),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2352,24155,上片桐,上片桐,ｶﾐｶﾀｷﾞﾘ,POINT(137.9041 35.61751),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2353,24120,伊那田島,伊那田島,ｲﾅﾀｼﾞﾏ,POINT(137.9103 35.6272),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2354,24248,高遠原,高遠原,ﾀｶﾄｵﾊﾞﾗ,POINT(137.9008 35.64459),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2355,24285,七久保,七久保,ﾅﾅｸﾎﾞ,POINT(137.9113 35.65478),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2356,24122,伊那本郷,伊那本郷,ｲﾅﾎﾝｺﾞｳ,POINT(137.9326 35.66534),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2357,24108,飯島,飯島,ｲｲｼﾞﾏ,POINT(137.9289 35.67756),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2358,24250,田切,田切,ﾀｷﾞﾘ,POINT(137.9329 35.69556),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2359,24121,伊那福岡,伊那福岡,ｲﾅﾌｸｵｶ,POINT(137.9339 35.71222),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2360,24190,小町屋,小町屋,ｺﾏﾁﾔ,POINT(137.9351 35.72672),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2361,24189,駒ケ根,駒ケ根,ｺﾏｶﾞﾈ,POINT(137.9368 35.73625),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2362,24138,大田切,大田切,ｵｵﾀｷﾞﾘ,POINT(137.9401 35.7481),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2363,24337,宮田,宮田,ﾐﾔﾀﾞ,POINT(137.9388 35.76713),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2364,24097,赤木,赤木,ｱｶｷﾞ,POINT(137.9439 35.77785),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2365,24201,沢渡,沢渡,ｻﾜﾝﾄﾞ,POINT(137.944 35.8036),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2366,24229,下島,下島(飯田線),ｼﾓｼﾞﾏ,POINT(137.9401 35.81318),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2367,24118,伊那市,伊那市,ｲﾅｼ,POINT(137.9592 35.83843),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2368,24116,伊那北,伊那北,ｲﾅｷﾀ,POINT(137.9642 35.84529),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2369,24257,田畑,田畑,ﾀﾊﾞﾀ,POINT(137.9778 35.86079),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2370,24174,北殿,北殿,ｷﾀﾄﾉ,POINT(137.9841 35.87937),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2371,24180,木ノ下,木ノ下,ｷﾉｼﾀ,POINT(137.988 35.90078),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2372,24123,伊那松島,伊那松島,ｲﾅﾏﾂｼﾏ,POINT(137.9886 35.9137),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2373,24200,沢,沢,ｻﾜ,POINT(137.9854 35.93642),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2374,24303,羽場,羽場(長野県),ﾊﾊﾞ,POINT(137.9852 35.95297),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2375,24119,伊那新町,伊那新町,ｲﾅｼﾝﾏﾁ,POINT(137.9841 35.96878),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2376,24336,宮木,宮木,ﾐﾔｷ,POINT(137.9906 35.97625),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2377,25020,武豊,武豊,ﾀｹﾄﾖ,POINT(136.9212 34.85349),23,5000,5000,3000,3000,3000,5000,5000,5000,3000,3000,5000,0,0,2012/6/27 14:22,2017/7/6 9:36
2378,25117,東成岩,東成岩,ﾋｶﾞｼﾅﾗﾜ,POINT(136.923 34.87379),23,5000,5000,3000,3000,3000,5000,5000,5000,3000,3000,5000,0,0,2012/6/27 14:22,2017/7/6 9:36
2379,25107,半田,半田,ﾊﾝﾀﾞ,POINT(136.9305 34.89418),23,5000,5000,3000,3000,3000,5000,5000,5000,3000,3000,5000,0,0,2012/6/27 14:22,2017/7/6 9:36
2380,24838,乙川,乙川,ｵｯｶﾜ,POINT(136.9407 34.90329),23,5000,5000,3000,3000,3000,5000,5000,5000,3000,3000,5000,0,0,2012/6/27 14:22,2017/7/6 9:36
2381,24890,亀崎,亀崎,ｶﾒｻﾞｷ,POINT(136.9611 34.91907),23,5000,5000,3000,3000,3000,5000,5000,5000,3000,3000,5000,0,0,2012/6/27 14:22,2017/7/6 9:36
2382,25110,東浦,東浦,ﾋｶﾞｼｳﾗ,POINT(136.9703 34.94923),23,5000,5000,3000,3000,3000,5000,5000,5000,3000,3000,5000,0,0,2012/6/27 14:22,2017/7/6 9:36
2383,24807,石浜,石浜,ｲｼﾊﾏ,POINT(136.9729 34.96812),23,5000,5000,3000,3000,3000,5000,5000,5000,3000,3000,5000,0,0,2012/6/27 14:22,2017/7/6 9:36
2384,24854,緒川,緒川,ｵｶﾞﾜ,POINT(136.9719 34.98145),23,5000,5000,3000,3000,3000,5000,5000,5000,3000,3000,5000,0,0,2012/6/27 14:22,2017/7/6 9:36
2385,24865,尾張森岡,尾張森岡,ｵﾜﾘﾓﾘｵｶ,POINT(136.9702 34.9943),23,5000,5000,3000,3000,3000,5000,5000,5000,3000,3000,5000,0,0,2012/6/27 14:22,2017/7/6 9:36
2386,25042,鶴舞,鶴舞,ﾂﾙﾏｲ,POINT(136.917 35.15628),23,5000,5000,3000,3000,3000,5000,5000,5000,3000,3000,5000,0,0,2012/6/27 14:22,2017/7/6 9:36
2387,25033,千種,千種,ﾁｸｻ,POINT(136.9306 35.17073),23,5000,5000,3000,3000,3000,5000,5000,5000,3000,3000,5000,0,0,2012/6/27 14:22,2017/7/6 9:36
2388,24844,大曽根,大曽根,ｵｵｿﾞﾈ,POINT(136.937 35.19212),23,5000,5000,3000,3000,3000,5000,5000,5000,3000,3000,5000,0,0,2012/6/27 14:22,2017/7/6 9:36
2389,24993,新守山,新守山,ｼﾝﾓﾘﾔﾏ,POINT(136.9502 35.20617),23,5000,5000,3000,3000,3000,5000,5000,5000,3000,3000,5000,0,0,2012/6/27 14:22,2017/7/6 9:36
2390,24876,勝川,勝川,ｶﾁｶﾞﾜ,POINT(136.9543 35.2285),23,5000,5000,3000,3000,3000,5000,5000,5000,3000,3000,5000,0,0,2012/6/27 14:22,2017/7/6 9:36
2391,24872,春日井,春日井(中央本線),ｶｽｶﾞｲ,POINT(136.9848 35.24294),23,5000,5000,3000,3000,3000,5000,5000,5000,3000,3000,5000,0,0,2012/6/27 14:22,2017/7/6 9:36
2392,25000,神領,神領,ｼﾞﾝﾘｮｳ,POINT(137.0105 35.25652),23,5000,5000,3000,3000,3000,5000,5000,5000,3000,3000,5000,0,0,2012/6/27 14:22,2017/7/6 9:36
2393,24923,高蔵寺,高蔵寺,ｺｳｿﾞｳｼﾞ,POINT(137.0431 35.26433),23,5000,5000,3000,3000,3000,5000,5000,5000,3000,3000,5000,0,0,2012/6/27 14:22,2017/7/6 9:36
2394,24994,定光寺,定光寺,ｼﾞｮｳｺｳｼﾞ,POINT(137.0808 35.27792),23,5000,5000,3000,3000,3000,5000,5000,5000,3000,3000,5000,0,0,2012/6/27 14:22,2017/7/6 9:36
2395,24442,古虎渓,古虎渓,ｺｺｹｲ,POINT(137.1017 35.3038),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2396,24496,多治見,多治見,ﾀｼﾞﾐ,POINT(137.1201 35.33488),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2397,24508,土岐市,土岐市,ﾄｷｼ,POINT(137.1823 35.35988),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2398,24578,瑞浪,瑞浪,ﾐｽﾞﾅﾐ,POINT(137.252 35.36905),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2399,24408,釜戸,釜戸,ｶﾏﾄﾞ,POINT(137.3053 35.41132),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2400,24494,武並,武並,ﾀｹﾅﾐ,POINT(137.3545 35.43793),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2401,24387,恵那,恵那,ｴﾅ,POINT(137.4078 35.45496),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2402,24589,美乃坂本,美乃坂本,ﾐﾉｻｶﾓﾄ,POINT(137.4503 35.47929),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2403,24516,中津川,中津川,ﾅｶﾂｶﾞﾜ,POINT(137.5028 35.50015),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2404,24396,落合川,落合川,ｵﾁｱｲｶﾞﾜ,POINT(137.5303 35.52515),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2405,24451,坂下,坂下,ｻｶｼﾀ,POINT(137.5311 35.57459),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2406,24252,田立,田立,ﾀﾀﾞﾁ,POINT(137.549 35.5882),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2407,24284,南木曽,南木曽,ﾅｷﾞｿ,POINT(137.6086 35.59903),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2408,24240,十二兼,十二兼,ｼﾞｭｳﾆｶﾈ,POINT(137.6174 35.64525),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2409,24295,野尻,野尻,ﾉｼﾞﾘ,POINT(137.636 35.67286),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2410,24137,大桑,大桑(長野県),ｵｵｸﾜ,POINT(137.6642 35.68402),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2411,24243,須原,須原,ｽﾊﾗ,POINT(137.695 35.69764),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2412,24184,倉本,倉本,ｸﾗﾓﾄ,POINT(137.7147 35.73291),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2413,24100,上松,上松,ｱｹﾞﾏﾂ,POINT(137.6933 35.7841),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2414,24169,木曽福島,木曽福島,ｷｿﾌｸｼﾏ,POINT(137.6933 35.84373),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2415,24304,原野,原野,ﾊﾗﾉ,POINT(137.7417 35.87139),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2416,24338,宮ノ越,宮ノ越,ﾐﾔﾉｺｼ,POINT(137.7637 35.8882),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2417,24353,藪原,藪原,ﾔﾌﾞﾊﾗ,POINT(137.7844 35.93011),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2418,24287,奈良井,奈良井,ﾅﾗｲ,POINT(137.8159 35.96935),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2419,24168,木曽平沢,木曽平沢,ｷｿﾋﾗｻﾜ,POINT(137.8327 35.97913),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2420,24289,贄川,贄川,ﾆｴｶﾜ,POINT(137.8608 36.01385),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2421,24308,日出塩,日出塩,ﾋﾃﾞｼｵ,POINT(137.8948 36.04912),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2422,24244,洗馬,洗馬,ｾﾊﾞ,POINT(137.9166 36.08704),20,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2423,24439,小泉,小泉,ｺｲｽﾞﾐ,POINT(137.1007 35.34919),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2424,24531,根本,根本,ﾈﾓﾄ,POINT(137.09 35.36155),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2425,24557,姫,姫,ﾋﾒ,POINT(137.0721 35.38198),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2426,24461,下切,下切,ｼﾓｷﾞﾘ,POINT(137.0636 35.39365),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2427,24403,可児,可児,ｶﾆ,POINT(137.0553 35.42287),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2428,24587,美濃川合,美濃川合,ﾐﾉｶﾜｲ,POINT(137.0453 35.44409),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2429,24586,美濃太田,美濃太田,ﾐﾉｵｵﾀ,POINT(137.0195 35.4457),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2430,24521,長森,長森,ﾅｶﾞﾓﾘ,POINT(136.8029 35.40217),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2431,24513,那加,那加,ﾅｶ,POINT(136.8356 35.40062),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2432,24488,蘇原,蘇原,ｿﾊﾗ,POINT(136.8714 35.40328),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2433,24399,各務ケ原,各務ケ原,ｶｶﾞﾐｶﾞﾊﾗ,POINT(136.9011 35.40381),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2434,24382,鵜沼,鵜沼,ｳﾇﾏ,POINT(136.9461 35.39759),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2435,24452,坂祝,坂祝,ｻｶﾎｷﾞ,POINT(136.9764 35.42636),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2436,24445,古井,古井,ｺﾋﾞ,POINT(137.0477 35.45737),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2437,24514,中川辺,中川辺,ﾅｶｶﾜﾍﾞ,POINT(137.0652 35.48725),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2438,24458,下麻生,下麻生,ｼﾓｱｿｳ,POINT(137.0871 35.51483),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2439,24410,上麻生,上麻生,ｶﾐｱｿｳ,POINT(137.1189 35.54131),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2440,24463,白川口,白川口,ｼﾗｶﾜｸﾞﾁ,POINT(137.1848 35.5793),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2441,24462,下油井,下油井,ｼﾓﾕｲ,POINT(137.1831 35.63332),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2442,24547,飛騨金山,飛騨金山,ﾋﾀﾞｶﾅﾔﾏ,POINT(137.1644 35.66248),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2443,24604,焼石,焼石,ﾔｹｲｼ,POINT(137.2009 35.72567),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2444,24438,下呂,下呂,ｹﾞﾛ,POINT(137.2395 35.80594),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2445,24486,禅昌寺,禅昌寺,ｾﾞﾝｼｮｳｼﾞ,POINT(137.2253 35.84899),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2446,24551,飛騨萩原,飛騨萩原,ﾋﾀﾞﾊｷﾞﾜﾗ,POINT(137.2139 35.87454),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2447,24475,上呂,上呂,ｼﾞｮｳﾛ,POINT(137.205 35.91093),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2448,24554,飛騨宮田,飛騨宮田,ﾋﾀﾞﾐﾔﾀﾞ,POINT(137.2355 35.92845),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2449,24546,飛騨小坂,飛騨小坂,ﾋﾀﾞｵｻｶ,POINT(137.2569 35.95095),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2450,24522,渚,渚(岐阜県),ﾅｷﾞｻ,POINT(137.2878 36.00175),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2451,24432,久々野,久々野,ｸｸﾞﾉ,POINT(137.2769 36.05236),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2452,24545,飛騨一ノ宮,飛騨一ノ宮,ﾋﾀﾞｲﾁﾉﾐﾔ,POINT(137.2477 36.08821),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2453,24492,高山,高山,ﾀｶﾔﾏ,POINT(137.2514 36.14062),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2454,24564,上枝,上枝,ﾎｽﾞｴ,POINT(137.2459 36.18098),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2455,24549,飛騨国府,飛騨国府,ﾋﾀﾞｺｸﾌ,POINT(137.2158 36.21111),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
2456,24552,飛騨古川,飛騨古川,ﾋﾀﾞﾌﾙｶﾜ,POINT(137.19 36.23672),21,10000,10000,5000,5000,5000,10000,10000,10000,5000,5000,10000,0,0,2012/6/27 14:22,2017/7/6 9:36
